CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
40158;Perosillo;Asociación Honorse-Tierra de Pinares;G154
32059;Peroxa, A;Asociación de Desenvolvemento Rural da Comarca De Ourense;G229
22178;Pertusa;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
39050;Pesaguero;Asociación Grupo de Acción Local Liébana;G097
10143;Pescueza;Asociación para el Desarrollo del Valle del Alagón;G200
10144;Pesga, La;"Asociación para la Promoción y el Desarrollo de la Comarca de Trasierra Tierras de Granadilla ""Cáparra""";G206
33048;Pesoz;Asociación Centro de Desarrollo Navia-Porcía;G073
39051;Pesquera;Asociación Desarrollo Territorial Campoo Los Valles;G095
47116;Pesquera de Duero;Asociación Duero Esgueva;G162
16157;Pesquera, La;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
31203;Petilla de Aragón;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
32060;Petín;Asociación GDR Valdeorras;G230
7041;Petra;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
31122;Huarte/Uharte;;
46192;Petrés;Asociación para el Desarrollo Rural Valencia Interior;G262
2061;Pétrola;"Asociación para el Desarrollo de La Comarca ""Monte Ibérico- Corredor De Almansa""";G100
18154;Peza, La;Asociación para el Desarrollo Rural de la Comarca de Guadix;G019
28111;Pezuela de las Torres;Asociación de Desarrollo de la Campiña del Henares;
49154;Pías;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
31193;Cendea de Olza/Oltza Zendea;;
31201;Pamplona/Iruña;;
16158;Picazo, El;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
13062;Picón;"Asociación de Desarrollo ""Montes Norte""";G106
13063;Piedrabuena;"Asociación de Desarrollo ""Montes Norte""";G106
5186;Piedrahíta;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
49155;Piedrahita de Castro;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
5187;Piedralaves;Centro de Desarrollo Rural Valle del Tiétar;G130
31204;Piedramillera;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
10145;Piedras Albas;Asociación para el Desarrollo de la Comarca Tajo-Salor-A.monte;G197
50207;Piedratajada;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
31212;Sada;;
31228;Tiebas-Muruarte de Reta;;
9265;Piérnigas;Asociación para el Desarrollo Comarcal Bureba;G134
31258;Villava/Atarrabia;;
41075;Pilas;Asociación para el Desarrollo de la Comarca de Aljarafe-Doñana;G050
31901;Barañain;;
43105;Piles, Les;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
33049;Piloña;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
50208;Pina de Ebro;Centro para el Desarrollo de Las Comarcas del Mar de Aragón;G071
12090;Pina de Montalgrao;Asociación Ruralter Castellón Sur;G258
31902;Berrioplano;;
18910;Pinar, El;Asociación para la Promoción Económica del Valle Lecrín-Temple y La Costa;G024
16159;Pinarejo;"Asociación para el Desarrollo Integral ""El Záncara""";G114
40159;Pinarejos;Asociación Honorse-Tierra de Pinares;G154
40160;Pinarnegrillo;Asociación Honorse-Tierra de Pinares;G154
16160;Pineda de Gigüela;CEDER Alcarria Conquense;G116
9266;Pineda de la Sierra;Asociación Grupo de Acción Local Sierra de La Demanda;G133
31903;Berriozar;;
9267;Pineda Trasmonte;Asociación para el Desarrollo de La Comarca del Arlanza;G135
37252;Pinedas;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
43106;Pinell de Brai, El;Consorci Intercomarcal d'Iniciatives Socioeconòmiques;G182
25166;Pinell de Solsonès;Consorci per al Desenvolupament de la Catalunya Central;G180
46196;Pinet;Asociación Ruralter- Leader Zona 7;G263
19218;Pinilla de Jadraque;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
9268;Pinilla de los Barruecos;Asociación Grupo de Acción Local Sierra de La Demanda;G133
9269;Pinilla de los Moros;Asociación Grupo de Acción Local Sierra de La Demanda;G133
19219;Pinilla de Molina;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
49156;Pinilla de Toro;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
42139;Pinilla del Campo;Asociación Proyecto Noreste de Soria;G160
28112;Pinilla del Valle;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
9270;Pinilla Trasmonte;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
26115;Pinillos;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
37253;Pino de Tormes, El;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
49157;Pino del Oro;Asociación para el Desarrollo de Aliste, Tabara y Alba;G168
34129;Pino del Río;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
15066;Pino, O;Grupo de Desenvolvemento Rural Utm23- Ulla Tambre Mandeo;G217
10146;Pinofranqueado;Asociación para el Desarrollo Integral de la Comarca de Las Hurdes;G202
25167;Pinós;Consorci per al Desenvolupament de la Catalunya Central;G180
18157;Pinos Genil;Asociación para la Promoción Económica del Arco Noreste de la Vega de Granada;G023
18158;Pinos Puente;Asociación para la Promoción Económica de la Vega-Sierra Elvira;G021
31905;Beriáin;;
50209;Pinseque;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
50210;Pintanos, Los;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
31906;Orkoien;;
34130;Piña de Campos;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
47117;Piña de Esgueva;Asociación Duero Esgueva;G162
18159;Píñar;Asociación para la Promoción Económica de los Montes de Granada;G022
47118;Piñel de Abajo;Asociación Duero Esgueva;G162
47119;Piñel de Arriba;Asociación Duero Esgueva;G162
49158;Piñero, El;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
32061;Piñor;"Asociación de Desenvolvemento Rural ""Asociación Carballiño-O Ribeiro""";G228
28114;Piñuécar-Gandullas;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
10147;Piornal;Sociedad para la Promoción y Desarrollo del Valle del Jerte;G208
19220;Pioz;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
19221;Piqueras;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
16161;Piqueras del Castillo;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
43107;Pira;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
22181;Piracés;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
44183;Pitarque;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
37254;Pitiegua;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
31205;Pitillas;Grupo de Acción Local de la Zona Media de Navarra;G252
29080;Pizarra;Grupo Desarrollo Rural Valle del Guadalhorce;G044
37255;Pizarral;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
43108;Pla de Santa Maria, El;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
31907;Zizur Mayor/Zizur Nagusia;;
22182;Plan;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
3106;Planes;Asociación Centro de Desarrollo Rural Alicante;G257
17133;Planes d'Hostoles, Les;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
17134;Planoles;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
25911;Plans de Sió, Els;Consorci per al Desenvolupament de la Catalunya Central;G180
33004;Avilés;;
50211;Plasencia de Jalón;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
10149;Plasenzuela;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
50212;Pleitas;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
50213;Plenas;Asociación para el Desarrollo Rural Integral de la Comarca de Campo de Belchite;G069
48077;Plentzia;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
30032;Pliego;Integral, Sociedad para el Desarrollo Rural;G248
44184;Plou;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
25168;Poal, El;Consorci Leader Urgell- Pla D'urgell;
12093;Pobla de Benifassà, la;Grupo de Desarrollo Rural Comarca Els Ports-Maestrat;G260
25169;Pobla de Cérvoles, La;Consorci Garrigues per al Desenvolupament del Territori;G176
33010;Candamo;;
33013;Caravia;;
8166;Pobla de Lillet, La;Associació pel Desenvolupament Rural de la Catalunya Central;G172
33016;Castrillón;;
43110;Pobla de Massaluca, La;Consorci Intercomarcal d'Iniciatives Socioeconòmiques;G182
33018;Coaña;;
25171;Pobla de Segur, La;Consorci Centre de Desenvolupament Rural Pallars-Ribagorça;G175
33019;Colunga;;
33020;Corvera de Asturias;;
33023;Franco, El;;
12094;Pobla Tornesa, la;Asociación-Ruralter Leader Zona 1;G259
7044;Pobla, Sa;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
34131;Población de Arroyo;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
34132;Población de Campos;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
34133;Población de Cerrato;Asociación para el Desarrollo Rural Integral del Cerrato Palentino;G147
24113;Pobladura de Pelayo García;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
49160;Pobladura de Valderaduey;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
49159;Pobladura del Valle;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
13064;Poblete;"Asociación de Desarrollo ""Montes Norte""";G106
33024;Gijón;;
19222;Pobo de Dueñas, El;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
44185;Pobo, El;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
43112;Poboleda;Consorci Leader Priorat Baix Camp;
32063;Pobra de Trives, A;Asociación para O Desenvolvemento Rural Sil-Bibei-Navea;G232
27047;Pobra do Brollón, A;Asociación Grupo de Desenvolvemento Rural Ribeira Sacra;G221
15067;Pobra do Caramiñal, A;Asociación de Desarrollo Local DELOA;G210
36041;Poio;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
27046;Pol;Asociación Montes e Vales;G223
24114;Pola de Gordón, La;Asociación Cuatro Valles;G138
39053;Polaciones;Asociación de Desarrollo Rural Saja-Nansa;G094
45133;Polán;"Asociación para el Desarrollo Integrado del Territorio ""Montes Toledanos""";G126
33025;Gozón;;
34134;Polentinos;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
22184;Poleñino;"Asociación ""Monegros, Centro de Desarrollo""";G053
33031;Langreo;;
33034;Valdés;;
33035;Llanera;;
33037;Mieres;;
47121;Pollos;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
33039;Muros de Nalón;;
33041;Navia;;
34135;Pomar de Valdivia;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
50214;Pomer;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
24115;Ponferrada;Asociación para el Desarrollo de La Comarca Berciana;G142
33050;Ponga;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
43113;Pont d'Armentera, El;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
25030;Pont de Bar, El;Consorci Grup D'acció Local Alt Urgell - Cerdanya;G177
33042;Noreña;;
25173;Pont de Suert, El;Consorci Centre de Desenvolupament Rural Pallars-Ribagorça;G175
33044;Oviedo;;
36043;Ponte Caldelas;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
36042;Ponteareas;Asociación de Desenvolvemento Rural Condado Paradanta;G234
15068;Ponteceso;Asociación para O Desenvolvemento da Comarca de Bergantiños;G214
36044;Pontecesures;Asociación Grupo de Desenvolvemento Rural Ulla-Umia-Lérez;G238
33054;Regueras, Las;;
32064;Pontedeva;"Asociación "" O Vieiro- Leboreiro""";
33060;San Martín del Rey Aurelio;;
33066;Siero;;
36038;Pontevedra;Asociación de Desenvolvemento Rural Pontevedra Morrazo;G235
43141;Pontils;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
33069;Soto del Barco;;
34120;Palencia;;
25172;Ponts;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
23069;Porcuna;Asociación para el Desarrollo de la Campiña Norte de Jaén;G032
32062;Porqueira;Grupo de Desenvolvemento Rural da Limia;G233
34171;Santibáñez de la Peña;;
43114;Porrera;Consorci Leader Priorat Baix Camp;
7043;Porreres;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
36039;Porriño, O;Asociación Grupo de Desenvolvemento Rural Mancomunidade da Área Intermunicipal de Vigo-Baixo Miño;
34225;Villamuriel de Cerrato;;
10150;Portaje;Asociación para el Desarrollo del Valle del Alagón;G200
16162;Portalrubio de Guadamejud;CEDER Alcarria Conquense;G116
36040;Portas;Asociación Grupo de Desenvolvemento Rural Ulla-Umia-Lérez;G238
35001;Agaete;;
12091;Portell de Morella;Grupo de Desarrollo Rural Comarca Els Ports-Maestrat;G260
25174;Portella, La;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
44187;Portellada, La;Grupo de Acción Local Bajo Aragón-Matarraña;G064
10151;Portezuelo;Asociación para el Desarrollo del Valle del Alagón;G200
16163;Portilla;"Asociación ""Promoción y Desarrollo Serrano""";G113
47122;Portillo;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
42140;Portillo de Soria;Asociación Proyecto Noreste de Soria;G160
45134;Portillo de Toledo;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
49162;Porto;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
15071;Porto do Son;Asociación de Desarrollo Local DELOA;G210
27049;Portomarín;Asociación Miño-Ulla;G222
35002;Agüimes;;
18163;Pórtugos;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
13065;Porzuna;"Asociación de Desarrollo ""Montes Norte""";G106
24116;Posada de Valdeón;Asociación Grupo de Acción Local Montaña de Riaño;G139
14053;Posadas;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
39055;Potes;Asociación Grupo de Acción Local Liébana;G097
46198;Potríes;Asociación Ruralter- Leader Zona 7;G263
5188;Poveda;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
19223;Poveda de la Sierra;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
37256;Poveda de las Cintas;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
42141;Póveda de Soria, La;Asociación Proyecto Noreste de Soria;G160
2062;Povedilla;Asociación Grupo Desarrollo Rural de la Sierra de Alcaraz y Campo de Montiel;G099
5189;Poyales del Hoyo;Centro de Desarrollo Rural Valle del Tiétar;G130
16165;Poyatos;"Asociación ""Promoción y Desarrollo Serrano""";G113
9272;Poza de la Sal;Asociación para el Desarrollo Comarcal Bureba;G134
34136;Poza de la Vega;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
47123;Pozal de Gallinas;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
47124;Pozaldez;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
42142;Pozalmuro;Asociación Proyecto Noreste de Soria;G160
22186;Pozán de Vero;Centro de Desarrollo Integral del Somontano;G057
5190;Pozanco;Asociación para el Desarrollo Rural Integral de La Moraña;G129
23070;Pozo Alcón;"Asociación para el Desarrollo Rural Comarca ""Sierra de Cazorla""";G033
2901;Pozo Cañada;"Asociación para el Desarrollo de La Comarca ""Monte Ibérico- Corredor De Almansa""";G100
19224;Pozo de Almoguera;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
19225;Pozo de Guadalajara;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
34137;Pozo de Urama;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
2064;Pozo-Lorente;Asociación para el Desarrollo de La Manchuela;G101
16166;Pozoamargo;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
